abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,classfication,japanese_name,name,pokedex_number,base_total,hp,attack,defense,special_attack,special_defense,speed,type1,type2
"['Flash Fire', 'Flame Body', 'Infiltrator']",0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,Luring Pokémon,Chandelaシャンデラ,Chandelure,609,520,60,55,90,145,90,80,ghost,fire
"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Tusk Pokémon,Kibagoキバゴ,Axew,610,320,46,87,60,30,40,57,dragon,
"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Axe Jaw Pokémon,Onondoオノンド,Fraxure,611,410,66,117,70,40,50,67,dragon,
"['Rivalry', 'Mold Breaker', 'Unnerve']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Axe Jaw Pokémon,Ononokusオノノクス,Haxorus,612,540,76,147,90,60,70,97,dragon,
"['Snow Cloak', 'Slush Rush', 'Rattled']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Chill Pokémon,Kumasyunクマシュン,Cubchoo,613,305,55,70,40,60,40,40,ice,
"['Snow Cloak', 'Slush Rush', 'Swift Swim']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Freezing Pokémon,Tunbearツンベアー,Beartic,614,505,95,130,80,70,80,50,ice,
['Levitate'],1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Crystallizing Pokémon,Freegeoフリージオ,Cryogonal,615,515,80,50,50,95,135,105,ice,
"['Hydration', 'Shell Armor', 'Overcoat']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Snail Pokémon,Chobomakiチョボマキ,Shelmet,616,305,50,40,85,40,65,25,bug,
"['Hydration', 'Sticky Hold', 'Unburden']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Shell Out Pokémon,Agilderアギルダー,Accelgor,617,495,80,70,40,100,60,145,bug,
"['Static', 'Limber', 'Sand Veil']",1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,Trap Pokémon,Maggyoマッギョ,Stunfisk,618,471,109,66,84,81,99,32,ground,electric
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Martial Arts Pokémon,Kojofuコジョフー,Mienfoo,619,350,45,85,50,55,50,65,fighting,
"['Inner Focus', 'Regenerator', 'Reckless']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Martial Arts Pokémon,Kojondoコジョンド,Mienshao,620,510,65,125,60,95,60,105,fighting,
"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Cave Pokémon,Crimganクリムガン,Druddigon,621,485,77,120,90,60,90,48,dragon,
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,Automaton Pokémon,Gobitゴビット,Golett,622,303,59,74,50,35,50,35,ground,ghost
"['Iron Fist', 'Klutz', 'No Guard']",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,Automaton Pokémon,Goloogゴルーグ,Golurk,623,483,89,124,80,55,80,55,ground,ghost
"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,Sharp Blade Pokémon,Komatanaコマタナ,Pawniard,624,340,45,85,70,40,40,60,dark,steel
"['Defiant', 'Inner Focus', 'Pressure']",1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,Sword Blade Pokémon,Kirikizanキリキザン,Bisharp,625,490,65,125,100,60,70,70,dark,steel
"['Reckless', 'Sap Sipper', 'Soundproof']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Bash Buffalo Pokémon,Buffronバッフロン,Bouffalant,626,490,95,110,95,40,95,55,normal,
"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Eaglet Pokémon,Washibonワシボン,Rufflet,627,350,70,83,50,37,50,60,normal,flying
"['Keen Eye', 'Sheer Force', 'Defiant']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Valiant Pokémon,Warrgleウォーグル,Braviary,628,510,100,123,75,57,75,80,normal,flying
"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,Diapered Pokémon,Valchaiバルチャイ,Vullaby,629,370,70,55,75,45,65,60,dark,flying
"['Big Pecks', 'Overcoat', 'Weak Armor']",1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,Bone Vulture Pokémon,Vulginaバルジーナ,Mandibuzz,630,510,110,65,105,55,95,80,dark,flying
"['Gluttony', 'Flash Fire', 'White Smoke']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Anteater Pokémon,Kuitaranクイタラン,Heatmor,631,484,85,97,66,105,66,65,fire,
"['Swarm', 'Hustle', 'Truant']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,Iron Ant Pokémon,Aiantアイアント,Durant,632,484,58,109,112,48,48,109,bug,steel
['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,Irate Pokémon,Monozuモノズ,Deino,633,300,52,65,50,45,50,38,dark,dragon
['Hustle'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,Hostile Pokémon,Diheadジヘッド,Zweilous,634,420,72,85,70,65,70,58,dark,dragon
['Levitate'],2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,Brutal Pokémon,Sazandoraサザンドラ,Hydreigon,635,600,92,105,90,125,90,98,dark,dragon
"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,Torch Pokémon,Merlarvaメラルバ,Larvesta,636,360,55,85,55,50,55,60,bug,fire
"['Flame Body', 'Swarm']",0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,Sun Pokémon,Ulgamothウルガモス,Volcarona,637,550,85,60,65,135,105,100,bug,fire
['Justified'],0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,Iron Will Pokémon,Cobalonコバルオン,Cobalion,638,580,91,90,129,90,72,108,steel,fighting
['Justified'],0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,Cavern Pokémon,Terrakionテラキオン,Terrakion,639,580,91,129,90,72,90,108,rock,fighting
['Justified'],1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,Grassland Pokémon,Virizionビリジオン,Virizion,640,580,91,90,72,90,129,108,grass,fighting
"['Prankster', 'Defiant', 'Regenerator']",0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,Cyclone Pokémon,Tornelos (keshin Forme)トルネロス,Tornadus,641,580,79,100,80,110,90,121,flying,
"['Prankster', 'Defiant', 'Volt Absorb']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,Bolt Strike Pokémon,Voltolos (keshin Forme)ボルトロス,Thundurus,642,580,79,105,70,145,80,101,electric,flying
['Turboblaze'],0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,Vast White Pokémon,Reshiramレシラム,Reshiram,643,680,100,120,100,150,120,90,dragon,fire
['Teravolt'],1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,Deep Black Pokémon,Zekromゼクロム,Zekrom,644,680,100,150,120,120,100,90,dragon,electric
"['Sand Force', 'Sheer Force', 'Intimidate']",0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,Abundance Pokémon,Landlos (keshin Forme)ランドロス,Landorus,645,600,89,145,90,105,80,91,ground,flying
"['Pressure', 'Teravolt', 'Turboblaze']",1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,Boundary Pokémon,Kyuremキュレム,Kyurem,646,700,125,120,90,170,100,95,dragon,ice
['Justified'],0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,Colt Pokémon,Keldeo (itsumo No Sugata)ケルディオ,Keldeo,647,580,91,72,90,129,90,108,water,fighting
['Serene Grace'],2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,Melody Pokémon,Meloetta (step Forme)メロエッタ,Meloetta,648,600,100,128,90,77,77,128,normal,psychic
['Download'],0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,Paleozoic Pokémon,Genesectゲノセクト,Genesect,649,600,71,120,95,120,95,99,bug,steel
"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Spiky Nut Pokémon,Harimaronハリマロン,Chespin,650,313,56,61,65,48,45,38,grass,
"['Overgrow', 'Bulletproof']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Spiny Armor Pokémon,Hariborgハリボーグ,Quilladin,651,405,61,78,95,56,58,57,grass,
"['Overgrow', 'Bulletproof']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,Spiny Armor Pokémon,Brigarronブリガロン,Chesnaught,652,530,88,107,122,74,75,64,grass,fighting
"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Fox Pokémon,Fokkoフォッコ,Fennekin,653,307,40,45,40,62,60,60,fire,
"['Blaze', 'Magician']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Fox Pokémon,Tairenarテールナー,Braixen,654,409,59,59,58,90,70,73,fire,
"['Blaze', 'Magician']",1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,Fox Pokémon,Mahoxyマフォクシー,Delphox,655,534,75,69,72,114,100,104,fire,psychic
"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Bubble Frog Pokémon,Keromatsuケロマツ,Froakie,656,314,41,56,40,62,44,71,water,
"['Torrent', 'Protean']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Bubble Frog Pokémon,Gekogashiraゲコガシラ,Frogadier,657,405,54,63,52,83,56,97,water,
"['Torrent', 'Protean', 'Battle Bond']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,Ninja Pokémon,Gekkougaゲッコウガ,Greninja,658,640,72,145,67,153,71,132,water,dark
"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Digging Pokémon,Horubeeホルビー,Bunnelby,659,237,38,36,38,32,36,57,normal,
"['Pickup', 'Cheek Pouch', 'Huge Power']",1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,Digging Pokémon,Horudoホルード,Diggersby,660,423,85,56,77,50,77,78,normal,ground
"['Big Pecks', 'Gale Wings']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,Tiny Robin Pokémon,Yayakomaヤヤコマ,Fletchling,661,278,45,50,43,40,38,62,normal,flying
"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,Ember Pokémon,Hinoyakomaヒノヤコマ,Fletchinder,662,382,62,73,55,56,52,84,fire,flying
"['Flame Body', 'Gale Wings']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,Scorching Pokémon,Fiarrowファイアロー,Talonflame,663,499,78,81,71,74,69,126,fire,flying
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Scatterdust Pokémon,Kofukimushiコフキムシ,Scatterbug,664,200,38,35,40,27,25,35,bug,
"['Shed Skin', 'Friend Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,Scatterdust Pokémon,Kofuuraiコフーライ,Spewpa,665,213,45,22,60,27,30,29,bug,
"['Shield Dust', 'Compoundeyes', 'Friend Guard']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,Scale Pokémon,Viviyonビビヨン,Vivillon,666,411,80,52,50,90,50,89,bug,flying
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,Lion Cub Pokémon,Shishikoシシコ,Litleo,667,369,62,50,58,73,54,72,fire,normal
"['Rivalry', 'Unnerve', 'Moxie']",0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,Royal Pokémon,Kaenjishiカエンジシ,Pyroar,668,507,86,68,72,109,66,106,fire,normal
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Single Bloom Pokémon,Flabebeフラベベ,Flabébé,669,303,44,38,39,61,79,42,fairy,
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Fairy Pokémon,Floetteフラエッテ,Floette,670,551,74,65,67,125,128,92,fairy,
"['Flower Veil', 'Symbiosis']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Garden Pokémon,Florgesフラージェス,Florges,671,552,78,65,68,112,154,75,fairy,
"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Mount Pokémon,Meecleメェークル,Skiddo,672,350,66,65,48,62,57,52,grass,
"['Sap Sipper', 'Grass Pelt']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,Mount Pokémon,Gogoatゴーゴート,Gogoat,673,531,123,100,62,97,81,68,grass,
"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,Playful Pokémon,Yanchamヤンチャム,Pancham,674,348,67,82,62,46,48,43,fighting,
"['Iron Fist', 'Mold Breaker', 'Scrappy']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,Daunting Pokémon,Gorondaゴロンダ,Pangoro,675,495,95,124,78,69,71,58,fighting,dark
['Fur Coat'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,Poodle Pokémon,Trimmienトリミアン,Furfrou,676,472,75,80,60,65,90,102,normal,
"['Keen Eye', 'Infiltrator', 'Own Tempo']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Restraint Pokémon,Nyasperニャスパー,Espurr,677,355,62,48,54,63,60,68,psychic,
"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,Constraint Pokémon,Nyaonixニャオニクス,Meowstic,678,466,74,48,76,83,81,104,psychic,
['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,Sword Pokémon,Hitotsukiヒトツキ,Honedge,679,325,45,80,100,35,37,28,steel,ghost
['No Guard'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,Sword Pokémon,Nidangillニダンギル,Doublade,680,448,59,110,150,45,49,35,steel,ghost
['Stance Change'],0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,Royal Sword Pokémon,Gillgardギルガルド,Aegislash,681,520,60,150,50,150,50,60,steel,ghost
"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Perfume Pokémon,Shushupuシュシュプ,Spritzee,682,341,78,52,60,63,65,23,fairy,
"['Healer', 'Aroma Veil']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Fragrance Pokémon,Frefuwanフレフワン,Aromatisse,683,462,101,72,72,99,89,29,fairy,
"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Cotton Candy Pokémon,Peroppafuペロッパフ,Swirlix,684,341,62,48,66,59,57,49,fairy,
"['Sweet Veil', 'Unburden']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Meringue Pokémon,Peroreamペロリーム,Slurpuff,685,480,82,80,86,85,75,72,fairy,
"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,Revolving Pokémon,Maaiikaマーイーカ,Inkay,686,288,53,54,53,37,46,45,dark,psychic
"['Contrary', 'Suction Cups', 'Infiltrator']",4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,Overturning Pokémon,Calamaneroカラマネロ,Malamar,687,482,86,92,88,68,75,73,dark,psychic
"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,Two-Handed Pokémon,Kameteteカメテテ,Binacle,688,306,42,52,67,39,56,50,rock,water
"['Tough Claws', 'Sniper', 'Pickpocket']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,Collective Pokémon,Gamenodesガメノデス,Barbaracle,689,500,72,105,115,54,86,68,rock,water
"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,Mock Kelp Pokémon,Kuzumoクズモー,Skrelp,690,320,50,60,60,60,60,30,poison,water
"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,Mock Kelp Pokémon,Dramidoroドラミドロ,Dragalge,691,494,65,75,90,97,123,44,poison,dragon
['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Water Gun Pokémon,Udeppouウデッポウ,Clauncher,692,330,50,53,62,58,63,44,water,
['Mega Launcher'],1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Howitzer Pokémon,Blosterブロスター,Clawitzer,693,500,71,73,88,120,89,59,water,
"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,Generator Pokémon,Erikiteruエリキテル,Helioptile,694,289,44,38,33,61,43,70,electric,normal
"['Dry Skin', 'Sand Veil', 'Solar Power']",1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,Generator Pokémon,Elezardエレザード,Heliolisk,695,481,62,55,52,109,94,109,electric,normal
"['Strong Jaw', 'Sturdy']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,Royal Heir Pokémon,Chigorasチゴラス,Tyrunt,696,362,58,89,77,45,45,48,rock,dragon
"['Strong Jaw', 'Rock Head']",1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,Despot Pokémon,Gachigorasガチゴラス,Tyrantrum,697,521,82,121,119,69,59,71,rock,dragon
"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,Tundra Pokémon,Amarusアマルス,Amaura,698,362,77,59,50,67,63,46,rock,ice
"['Refrigerate', 'Snow Warning']",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,Tundra Pokémon,Amarurugaアマルルガ,Aurorus,699,521,123,77,72,99,92,58,rock,ice
"['Cute Charm', 'Pixilate']",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Intertwining Pokémon,Nymphiaニンフィア,Sylveon,700,525,95,65,65,110,130,60,fairy,
"['Limber', 'Unburden', 'Mold Breaker']",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,Wrestling Pokémon,Luchabullルチャブル,Hawlucha,701,500,78,92,75,74,63,118,fighting,flying
"['Cheek Pouch', 'Pickup', 'Plus']",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,Antenna Pokémon,Dedenneデデンネ,Dedenne,702,431,67,58,57,81,67,101,electric,fairy
"['Clear Body', 'Sturdy']",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,Jewel Pokémon,Melecieメレシー,Carbink,703,500,50,50,150,50,150,50,rock,fairy
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Soft Tissue Pokémon,Numeraヌメラ,Goomy,704,300,45,50,35,55,75,40,dragon,
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Soft Tissue Pokémon,Numeilヌメイル,Sliggoo,705,452,68,75,53,83,113,60,dragon,
"['Sap Sipper', 'Hydration', 'Gooey']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,Dragon Pokémon,Numelgonヌメルゴン,Goodra,706,600,90,100,70,110,150,80,dragon,
"['Prankster', 'Magician']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,Key Ring Pokémon,Cleffyクレッフィ,Klefki,707,470,57,80,91,80,87,75,steel,fairy
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,Stump Pokémon,Bokureiボクレー,Phantump,708,309,43,70,48,50,60,38,ghost,grass
"['Natural Cure', 'Frisk', 'Harvest']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,Elder Tree Pokémon,Ohrotオーロット,Trevenant,709,474,85,110,76,65,82,56,ghost,grass
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,Pumpkin Pokémon,Bakecchaバケッチャ,Pumpkaboo,710,335,59,66,70,44,55,41,ghost,grass
"['Pickup', 'Frisk', 'Insomnia']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,Pumpkin Pokémon,Pumpjinパンプジン,Gourgeist,711,494,85,100,122,58,75,54,ghost,grass
"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Ice Chunk Pokémon,Kachikohruカチコール,Bergmite,712,304,55,69,85,32,35,28,ice,
"['Own Tempo', 'Ice Body', 'Sturdy']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,Iceberg Pokémon,Crebaseクレベース,Avalugg,713,514,95,117,184,44,46,28,ice,
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,Sound Wave Pokémon,Onbatオンバット,Noibat,714,245,40,30,35,45,40,55,flying,dragon
"['Frisk', 'Infiltrator', 'Telepathy']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,Sound Wave Pokémon,Onvernオンバーン,Noivern,715,535,85,70,80,97,80,123,flying,dragon
['Fairy Aura'],0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,Life Pokémon,Xerneasゼルネアス,Xerneas,716,680,126,131,95,131,98,99,fairy,
['Dark Aura'],1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,Destruction Pokémon,Yveltalイベルタル,Yveltal,717,680,126,131,95,131,98,99,dark,flying
"['Aura Break', 'Power Construct']",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,Order Pokémon,Zygarde (10% Forme)ジガルデ,Zygarde,718,708,216,100,121,91,95,85,dragon,ground
['Clear Body'],0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,Jewel Pokémon,Diancieディアンシー,Diancie,719,700,50,160,110,160,110,110,rock,fairy
['Magician'],1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),Hoopa (imashimerareshi Hoopa)フーパ,Hoopa,720,680,80,160,60,170,130,80,psychic,ghost
['Water Absorb'],0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,Steam Pokémon,Volcanionボルケニオン,Volcanion,721,600,80,110,120,130,90,70,fire,water
"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,Grass Quill Pokémon,Mokurohモクロー,Rowlet,722,320,68,55,55,50,50,42,grass,flying
"['Overgrow', 'Long Reach']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,Blade Quill Pokémon,Fukuthrowフクスロー,Dartrix,723,420,78,75,75,70,70,52,grass,flying
"['Overgrow', 'Long Reach']",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,Arrow Quill Pokémon,Junaiperジュナイパー,Decidueye,724,530,78,107,75,100,100,70,grass,ghost
"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Fire Cat Pokémon,Nyabbyニャビー,Litten,725,320,45,65,40,60,40,70,fire,
"['Blaze', 'Intimidate']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,Fire Cat Pokémon,Nyaheatニャヒート,Torracat,726,420,65,85,50,80,50,90,fire,
"['Blaze', 'Intimidate']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,Heel Pokémon,Gaogaenガオガエン,Incineroar,727,530,95,115,90,80,90,60,fire,dark
"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Sea Lion Pokémon,Ashimariアシマリ,Popplio,728,320,50,54,54,66,56,40,water,
"['Torrent', 'Liquid Voice']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,Pop Star Pokémon,Osyamariオシャマリ,Brionne,729,420,60,69,69,91,81,50,water,
